IV,I,II,X,G,P,23,26,24,UKW-B,"GN, FD, JW, TE, HO, YA, MX, LC, IB, QR"
ENDERITINVOL,NAQZXTKABPEY,0
OIDENTSUNTIN,BBZFYNVTZDUF,1
PARIATUREXCE,SCFYVHKQHASN,0
TRUDEXERCITA,SKVPXLCNFPWI,0
CINGELITSEDD,FEQKUZGQIDYR,0
EDOLORINREPR,YOWMUWMDSPWT,0
EDDOEIUSMODT,DYRPSJAMLGYC,0
COMMODOCONSE,GFWRKNIMRMFL,0
TINCULPAQUIO,DUFQTOLTVQEP,1
ITANIMIDESTL,BEGKNOUJJMHM,0
LUPTATEVELIT,YKAOJIPMNCGK,0
NVOLUPTATEVE,BPEYKAOJIPMN,0
UDEXERCITATI,VPXLCNFPWIXX,0
RSINTOCCAECA,NGGSRIAHVQNC,0
REETDOLOREMA,IIGKIMDCGHUS,1
ATCUPIDATATN,CWZARFZVXKIX,0
ATATNONPROID,VXKIXMPAJBBZ,0
NTUTLABOREET,JFMYVIVTIIGK,0
EHENDERITINV,IINAQZXTKABP,1
VENIAMQUISNO,JXJSVLZKYLFP,0
EIRUREDOLORI,BPVHAYOWMUWM,0
LABOREETDOLO,VIVTIIGKIMDC,0
ARIATUREXCEP,CFYVHKQHASNZ,0
PAQUIOFFICIA,LTVQEPJCHMOE,0
REMIPSUMDOLO,VUQNYZOZAVFT,0
RITINVOLUPTA,XTKABPEYKAOJ,0
OLOREMAGNAAL,MDCGHUSHEXUE,0
EMAGNAALIQUA,HUSHEXUEWMBY,0
EPREHENDERIT,PWTIINAQZXTK,0
REHENDERITIN,TIINAQZXTKAB,1
IMVENIAMQUIS,HKJXJSVLZKYL,0
URSINTOCCAEC,SNGGSRIAHVQN,0
NIAMQUISNOST,JSVLZKYLFPKS,0
TCUPIDATATNO,WZARFZVXKIXM,0
MINIMVENIAMQ,CWJHKJXJSVLZ,0
ENTSUNTINCUL,FYNVTZDUFQTO,0
PREHENDERITI,WTIINAQZXTKA,1
XERCITATIONU,LCNFPWIXXUVW,0
ADIPISCINGEL,KNEOWRFEQKUZ,0
MDOLOREEUFUG,THUYKSUVFSTW,0
NCIDIDUNTUTL,URARBTLJFMYV,0
INCIDIDUNTUT,VURARBTLJFMY,0
CTETURADIPIS,LAJADMKNEOWR,0
USMODTEMPORI,AMLGYCAJBYAV,0
IADESERUNTMO,OELTZCIMIOLI,0
LPAQUIOFFICI,OLTVQEPJCHMO,1
UMDOLORSITAM,OZAVFTAAJQHT,0
NDERITINVOLU,AQZXTKABPEYK,0
MCOLABORISNI,YAYEJYIIFNUY,1
HENDERITINVO,INAQZXTKABPE,0
IAMQUISNOSTR,SVLZKYLFPKSK,0
NPROIDENTSUN,PAJBBZFYNVTZ,0
EQUATDUISAUT,LRFZNBCYHFJC,0
LLAMCOLABORI,YSRYAYEJYIIF,0
IPEXEACOMMOD,GTOQOLGFWRKN,0
TDUISAUTEIRU,NBCYHFJCBPVH,0
OMMODOCONSEQ,FWRKNIMRMFLR,0
VOLUPTATEVEL,PEYKAOJIPMNC,0
RINCIDIDUNTU,AVURARBTLJFM,0
ESSECILLUMDO,NJYYZODIMTHU,0
TALIQUIPEXEA,ZPSHREGTOQOL,0
