III,IV,II,J,B,N,24,1,3,UKW-C,"EY, MK, VQ, SP, OJ, WU"
EXCEPTEURSINTOC,ZCPBZCMZAATFGZM,1
TDOLOREMAGNAALI,UTIWUOOWMLRKYHM,0
ERCITATIONULLAM,GPRNYQQTQGSENWZ,1
DERITINVOLUPTAT,GWAXMSOPBYJGCNX,0
ODTEMPORINCIDID,RRIZRUQFEUMDTWS,1
OLOREEUFUGIATNU,KBEJNAGHSAFVBBH,0
SITAMETCONSECTE,TSABBUBPGXUTZQN,2
EXEACOMMODOCONS,HJHQAMGFVARJTLM,0
ELITESSECILLUMD,NBNDURXXYEUPASY,1
TCONSECTETURADI,BPGXUTZQNMYTMEY,0
EIRUREDOLORINRE,VNLTVRAEGUFSUQJ,1
OIDENTSUNTINCUL,BAWTOFTREMUOQNJ,0
ANIMIDESTLABORU,WZMFXRUUQQRWJWQ,1
LOREMAGNAALIQUA,WUOOWMLRKYHMAVM,0
PARIATUREXCEPTE,XJWMPDFUZCPBZCM,1
DMINIMVENIAMQUI,SOTMFZGMJHCVOOZ,0
TOCCAECATCUPIDA,GZMXQRJDOJIXMNR,0
PIDATATNONPROID,XMNRCYKDBFQUBAW,0
TCUPIDATATNONPR,OJIXMNRCYKDBFQU,0
DIPISCINGELITSE,EYEJXYJONLMRPNV,0
ONULLAMCOLABORI,QGSENWZBQRZZHTT,0
EDDOEIUSMODTEMP,VWGXVCOHSRRIZRU,0
NGELITSEDDOEIUS,ONLMRPNVWGXVCOH,0
NIMADMINIMVENIA,JYPISOTMFZGMJHC,0
ITINVOLUPTATEVE,XMSOPBYJGCNXAHN,1
EPTEURSINTOCCAE,BZCMZAATFGZMXQR,0
ITANIMIDESTLABO,XBWZMFXRUUQQRWJ,0
UMDOLOREEUFUGIA,ASYKBEJNAGHSAFV,1
ISNOSTRUDEXERCI,ZFRNBZDMPOTGPRN,1
INREPREHENDERIT,SUQJSWTTDXGWAXM,0
RINCIDIDUNTUTLA,FEUMDTWSPPMDNSN,3
LPAQUIOFFICIADE,JYGTTUCBQXXBOOU,1
REXCEPTEURSINTO,UZCPBZCMZAATFGZ,0
DOCONSEQUATDUIS,ARJTLMMIAHXNJBA,0
EXERCITATIONULL,OTGPRNYQQTQGSEN,3
LITANIMIDESTLAB,PXBWZMFXRUUQQRW,0
PTEURSINTOCCAEC,ZCMZAATFGZMXQRJ,0
URADIPISCINGELI,YTMEYEJXYJONLMR,0
MPORINCIDIDUNTU,RUQFEUMDTWSPPMD,1
ULLAPARIATUREXC,HGQNXJWMPDFUZCP,1
ISNISIUTALIQUIP,TKRTPOBBYAUNAJQ,1
TATIONULLAMCOLA,YQQTQGSENWZBQRZ,0
SCINGELITSEDDOE,XYJONLMRPNVWGXV,1
UFUGIATNULLAPAR,GHSAFVBBHGQNXJW,0
OREEUFUGIATNULL,EJNAGHSAFVBBHGQ,0
VENIAMQUISNOSTR,GMJHCVOOZFRNBZD,0
ETCONSECTETURAD,UBPGXUTZQNMYTME,0
ISCINGELITSEDDO,JXYJONLMRPNVWGX,1
AECATCUPIDATATN,QRJDOJIXMNRCYKD,0
UPIDATATNONPROI,IXMNRCYKDBFQUBA,1
PSUMDOLORSITAME,YUFDCBWQITSABBU,0
CULPAQUIOFFICIA,QNJYGTTUCBQXXBO,3
IMVENIAMQUISNOS,FZGMJHCVOOZFRNB,0
NIAMQUISNOSTRUD,JHCVOOZFRNBZDMP,0
SMODTEMPORINCID,HSRRIZRUQFEUMDT,1
ONPROIDENTSUNTI,BFQUBAWTOFTREMU,1
TUREXCEPTEURSIN,DFUZCPBZCMZAATF,0
NTMOLLITANIMIDE,QYYQCPXBWZMFXRU,0
EACOMMODOCONSEQ,HQAMGFVARJTLMMI,0
EDOLORINREPREHE,RAEGUFSUQJSWTTD,0
ENTSUNTINCULPAQ,TOFTREMUOQNJYGT,0
PROIDENTSUNTINC,QUBAWTOFTREMUOQ,0
SINTOCCAECATCUP,ATFGZMXQRJDOJIX,0
NDERITINVOLUPTA,XGWAXMSOPBYJGCN,0
INIMVENIAMQUISN,TMFZGMJHCVOOZFR,0
INVOLUPTATEVELI,SOPBYJGCNXAHNBN,1
EMIPSUMDOLORSIT,GEKYUFDCBWQITSA,0
GELITSEDDOEIUSM,NLMRPNVWGXVCOHS,0
ENIAMQUISNOSTRU,MJHCVOOZFRNBZDM,0
CAECATCUPIDATAT,XQRJDOJIXMNRCYK,0
AMCOLABORISNISI,WZBQRZZHTTKRTPO,0
ILLUMDOLOREEUFU,EUPASYKBEJNAGHS,0
IMADMINIMVENIAM,YPISOTMFZGMJHCV,0
SNISIUTALIQUIPE,KRTPOBBYAUNAJQH,1
CIADESERUNTMOLL,XBOOUUQXJQYYQCP,0
ATNULLAPARIATUR,VBBHGQNXJWMPDFU,0
IAMQUISNOSTRUDE,HCVOOZFRNBZDMPO,0
DEXERCITATIONUL,POTGPRNYQQTQGSE,1
ROIDENTSUNTINCU,UBAWTOFTREMUOQN,0
FICIADESERUNTMO,QXXBOOUUQXJQYYQ,0
QUATDUISAUTEIRU,IAHXNJBASTIVNLT,0
CATCUPIDATATNON,JDOJIXMNRCYKDBF,0
CONSEQUATDUISAU,JTLMMIAHXNJBAST,0
EMAGNAALIQUAUTE,OWMLRKYHMAVMRPB,0
OLOREMAGNAALIQU,IWUOOWMLRKYHMAV,0
TDUISAUTEIRURED,XNJBASTIVNLTVRA,1
IATUREXCEPTEURS,MPDFUZCPBZCMZAA,1
ICIADESERUNTMOL,XXBOOUUQXJQYYQC,0
IDATATNONPROIDE,MNRCYKDBFQUBAWT,0
EMPORINCIDIDUNT,ZRUQFEUMDTWSPPM,1
OREETDOLOREMAGN,SNPSUTIWUOOWMLR,1
COMMODOCONSEQUA,AMGFVARJTLMMIAH,0
OCONSEQUATDUISA,RJTLMMIAHXNJBAS,0
DOLORINREPREHEN,AEGUFSUQJSWTTDX,0
TINVOLUPTATEVEL,MSOPBYJGCNXAHNB,1
CTETURADIPISCIN,ZQNMYTMEYEJXYJO,0
LLUMDOLOREEUFUG,UPASYKBEJNAGHSA,1
TEMPORINCIDIDUN,IZRUQFEUMDTWSPP,2
ERITINVOLUPTATE,WAXMSOPBYJGCNXA,0
DOLOREEUFUGIATN,YKBEJNAGHSAFVBB,0
ERUNTMOLLITANIM,QXJQYYQCPXBWZMF,0
IDENTSUNTINCULP,AWTOFTREMUOQNJY,0
UREDOLORINREPRE,TVRAEGUFSUQJSWT,1
NTSUNTINCULPAQU,OFTREMUOQNJYGTT,0
ENDERITINVOLUPT,DXGWAXMSOPBYJGC,0
MDOLOREEUFUGIAT,SYKBEJNAGHSAFVB,0
LLAMCOLABORISNI,ENWZBQRZZHTTKRT,1
ISIUTALIQUIPEXE,TPOBBYAUNAJQHJH,1
NAALIQUAUTENIMA,RKYHMAVMRPBJYPI,3
INCULPAQUIOFFIC,UOQNJYGTTUCBQXX,3
ATUREXCEPTEURSI,PDFUZCPBZCMZAAT,1
INTOCCAECATCUPI,TFGZMXQRJDOJIXM,0
ABOREETDOLOREMA,NNSNPSUTIWUOOWM,1
TURADIPISCINGEL,MYTMEYEJXYJONLM,0
SECTETURADIPISC,UTZQNMYTMEYEJXY,0
RADIPISCINGELIT,TMEYEJXYJONLMRP,0
CITATIONULLAMCO,RNYQQTQGSENWZBQ,0
DOLOREMAGNAALIQ,TIWUOOWMLRKYHMA,0
MAGNAALIQUAUTEN,WMLRKYHMAVMRPBJ,0
OREMIPSUMDOLORS,MIGEKYUFDCBWQIT,0
TETURADIPISCING,QNMYTMEYEJXYJON,0
CUPIDATATNONPRO,JIXMNRCYKDBFQUB,0
MVENIAMQUISNOST,ZGMJHCVOOZFRNBZ,0
ETURADIPISCINGE,NMYTMEYEJXYJONL,0
ULLAMCOLABORISN,SENWZBQRZZHTTKR,1
PEXEACOMMODOCON,QHJHQAMGFVARJTL,0
ELITSEDDOEIUSMO,LMRPNVWGXVCOHSR,0
APARIATUREXCEPT,NXJWMPDFUZCPBZC,1
ETDOLOREMAGNAAL,SUTIWUOOWMLRKYH,0
ITATIONULLAMCOL,NYQQTQGSENWZBQR,0
IUSMODTEMPORINC,COHSRRIZRUQFEUM,0
EETDOLOREMAGNAA,PSUTIWUOOWMLRKY,0
OLORSITAMETCONS,BWQITSABBUBPGXU,1
NULLAPARIATUREX,BHGQNXJWMPDFUZC,0
REMIPSUMDOLORSI,IGEKYUFDCBWQITS,0
TNONPROIDENTSUN,KDBFQUBAWTOFTRE,1
IPSUMDOLORSITAM,KYUFDCBWQITSABB,0
IDIDUNTUTLABORE,DTWSPPMDNSNNSNP,1
METCONSECTETURA,BUBPGXUTZQNMYTM,1
UDEXERCITATIONU,MPOTGPRNYQQTQGS,1
URSINTOCCAECATC,ZAATFGZMXQRJDOJ,0
NTOCCAECATCUPID,FGZMXQRJDOJIXMN,0
ALIQUIPEXEACOMM,YAUNAJQHJHQAMGF,0
LUPTATEVELITESS,YJGCNXAHNBNDURX,1
ONSEQUATDUISAUT,TLMMIAHXNJBASTI,0
IATNULLAPARIATU,FVBBHGQNXJWMPDF,0
TINCULPAQUIOFFI,MUOQNJYGTTUCBQX,1
UMDOLORSITAMETC,FDCBWQITSABBUBP,1
OFFICIADESERUNT,CBQXXBOOUUQXJQY,0
ADESERUNTMOLLIT,OOUUQXJQYYQCPXB,0
ABORISNISIUTALI,ZZHTTKRTPOBBYAU,1
QUIPEXEACOMMODO,NAJQHJHQAMGFVAR,0
EIUSMODTEMPORIN,VCOHSRRIZRUQFEU,0
CILLUMDOLOREEUF,YEUPASYKBEJNAGH,0
ITESSECILLUMDOL,NDURXXYEUPASYKB,0
OREMAGNAALIQUAU,UOOWMLRKYHMAVMR,1
DATATNONPROIDEN,NRCYKDBFQUBAWTO,0
PAQUIOFFICIADES,YGTTUCBQXXBOOUU,1
TATEVELITESSECI,CNXAHNBNDURXXYE,3
XCEPTEURSINTOCC,CPBZCMZAATFGZMX,0
TAMETCONSECTETU,ABBUBPGXUTZQNMY,3
BORISNISIUTALIQ,ZHTTKRTPOBBYAUN,1
MQUISNOSTRUDEXE,VOOZFRNBZDMPOTG,0
DIDUNTUTLABOREE,TWSPPMDNSNNSNPS,3
EVELITESSECILLU,AHNBNDURXXYEUPA,2
NISIUTALIQUIPEX,RTPOBBYAUNAJQHJ,1
ECILLUMDOLOREEU,XYEUPASYKBEJNAG,0
GIATNULLAPARIAT,AFVBBHGQNXJWMPD,0
TNULLAPARIATURE,BBHGQNXJWMPDFUZ,0
ORINCIDIDUNTUTL,QFEUMDTWSPPMDNS,3
ITAMETCONSECTET,SABBUBPGXUTZQNM,3
UTLABOREETDOLOR,DNSNNSNPSUTIWUO,3
IOFFICIADESERUN,UCBQXXBOOUUQXJQ,1
ECTETURADIPISCI,TZQNMYTMEYEJXYJ,0
RIATUREXCEPTEUR,WMPDFUZCPBZCMZA,1
TANIMIDESTLABOR,BWZMFXRUUQQRWJW,1
SSECILLUMDOLORE,RXXYEUPASYKBEJN,0
LIQUIPEXEACOMMO,AUNAJQHJHQAMGFV,0
ESSECILLUMDOLOR,URXXYEUPASYKBEJ,0
UTALIQUIPEXEACO,BBYAUNAJQHJHQAM,0
REMAGNAALIQUAUT,OOWMLRKYHMAVMRP,0
TENIMADMINIMVEN,PBJYPISOTMFZGMJ,0
ADMINIMVENIAMQU,ISOTMFZGMJHCVOO,0
MINIMVENIAMQUIS,OTMFZGMJHCVOOZF,0
FUGIATNULLAPARI,HSAFVBBHGQNXJWM,0
MODTEMPORINCIDI,SRRIZRUQFEUMDTW,1
UIPEXEACOMMODOC,AJQHJHQAMGFVARJ,0
MODOCONSEQUATDU,FVARJTLMMIAHXNJ,0
UATDUISAUTEIRUR,AHXNJBASTIVNLTV,0
RISNISIUTALIQUI,TTKRTPOBBYAUNAJ,1
TEVELITESSECILL,XAHNBNDURXXYEUP,1
NCULPAQUIOFFICI,OQNJYGTTUCBQXXB,7
NSECTETURADIPIS,XUTZQNMYTMEYEJX,0
CINGELITSEDDOEI,YJONLMRPNVWGXVC,0
BOREETDOLOREMAG,NSNPSUTIWUOOWML,1
ISAUTEIRUREDOLO,BASTIVNLTVRAEGU,1
EQUATDUISAUTEIR,MIAHXNJBASTIVNL,0
RSINTOCCAECATCU,AATFGZMXQRJDOJI,0
ESERUNTMOLLITAN,UUQXJQYYQCPXBWZ,0
CONSECTETURADIP,PGXUTZQNMYTMEYE,0
OLLITANIMIDESTL,QCPXBWZMFXRUUQQ,0
SAUTEIRUREDOLOR,ASTIVNLTVRAEGUF,1
QUIOFFICIADESER,TTUCBQXXBOOUUQX,3
OMMODOCONSEQUAT,MGFVARJTLMMIAHX,0
OEIUSMODTEMPORI,XVCOHSRRIZRUQFE,0
LORINREPREHENDE,GUFSUQJSWTTDXGW,0
MOLLITANIMIDEST,YQCPXBWZMFXRUUQ,0
VOLUPTATEVELITE,PBYJGCNXAHNBNDU,1
REPREHENDERITIN,QJSWTTDXGWAXMSO,0
XERCITATIONULLA,TGPRNYQQTQGSENW,1
REDOLORINREPREH,VRAEGUFSUQJSWTT,0
NOSTRUDEXERCITA,RNBZDMPOTGPRNYQ,1
NULLAMCOLABORIS,GSENWZBQRZZHTTK,0
DOLORSITAMETCON,CBWQITSABBUBPGX,1
ORINREPREHENDER,UFSUQJSWTTDXGWA,0
IUTALIQUIPEXEAC,OBBYAUNAJQHJHQA,0
UNTMOLLITANIMID,JQYYQCPXBWZMFXR,0
NTUTLABOREETDOL,PMDNSNNSNPSUTIW,1
MADMINIMVENIAMQ,PISOTMFZGMJHCVO,0
TIONULLAMCOLABO,QTQGSENWZBQRZZH,0
